,"T","t","date"
0,75.61,562.67,"2022,06,01,18:13:01"
0,75.87,563.7,"2022,06,01,18:13:02"
0,76.12,564.71,"2022,06,01,18:13:03"
0,76.38,565.71,"2022,06,01,18:13:04"
0,76.63,566.71,"2022,06,01,18:13:05"
0,76.12,567.71,"2022,06,01,18:13:06"
0,76.12,568.71,"2022,06,01,18:13:07"
0,75.87,569.71,"2022,06,01,18:13:08"
0,76.38,570.72,"2022,06,01,18:13:09"
0,76.63,571.72,"2022,06,01,18:13:10"
0,76.63,572.72,"2022,06,01,18:13:11"
0,76.38,573.75,"2022,06,01,18:13:12"
0,76.89,574.76,"2022,06,01,18:13:13"
0,77.14,575.76,"2022,06,01,18:13:14"
0,77.91,576.76,"2022,06,01,18:13:15"
0,77.4,577.76,"2022,06,01,18:13:16"
0,77.4,578.76,"2022,06,01,18:13:17"
0,77.14,579.76,"2022,06,01,18:13:18"
0,77.91,580.77,"2022,06,01,18:13:19"
0,77.91,581.77,"2022,06,01,18:13:20"
0,77.65,582.77,"2022,06,01,18:13:21"
0,78.67,583.8,"2022,06,01,18:13:22"
0,78.67,584.8,"2022,06,01,18:13:23"
0,78.67,585.8,"2022,06,01,18:13:24"
0,78.16,586.81,"2022,06,01,18:13:25"
0,79.18,587.81,"2022,06,01,18:13:26"
0,78.67,588.81,"2022,06,01,18:13:27"
0,78.67,589.81,"2022,06,01,18:13:28"
0,78.67,590.81,"2022,06,01,18:13:29"
0,78.67,591.82,"2022,06,01,18:13:30"
0,79.44,592.82,"2022,06,01,18:13:31"
0,79.95,593.85,"2022,06,01,18:13:32"
0,79.69,594.85,"2022,06,01,18:13:33"
0,79.95,595.85,"2022,06,01,18:13:34"
0,79.95,596.85,"2022,06,01,18:13:35"
0,79.95,597.86,"2022,06,01,18:13:36"
0,80.71,598.86,"2022,06,01,18:13:37"
0,79.69,599.86,"2022,06,01,18:13:38"
0,80.2,600.86,"2022,06,01,18:13:39"
0,79.69,601.86,"2022,06,01,18:13:40"
0,80.2,602.86,"2022,06,01,18:13:41"
0,79.95,603.9,"2022,06,01,18:13:42"
0,79.95,604.9,"2022,06,01,18:13:43"
0,81.22,605.9,"2022,06,01,18:13:44"
0,80.46,606.9,"2022,06,01,18:13:45"
0,81.22,607.91,"2022,06,01,18:13:46"
0,81.73,608.91,"2022,06,01,18:13:47"
0,81.22,609.91,"2022,06,01,18:13:48"
0,81.22,610.91,"2022,06,01,18:13:49"
0,81.22,611.91,"2022,06,01,18:13:50"
0,81.48,612.91,"2022,06,01,18:13:51"
0,81.48,613.95,"2022,06,01,18:13:52"
0,82.5,614.95,"2022,06,01,18:13:53"
0,82.24,615.95,"2022,06,01,18:13:54"
0,81.48,616.95,"2022,06,01,18:13:55"
0,81.99,617.96,"2022,06,01,18:13:56"
0,81.99,618.96,"2022,06,01,18:13:57"
0,82.76,619.96,"2022,06,01,18:13:58"
0,82.5,620.96,"2022,06,01,18:13:59"
0,82.5,621.96,"2022,06,01,18:14:00"
0,83.01,622.96,"2022,06,01,18:14:01"
0,83.27,624,"2022,06,01,18:14:02"
0,82.76,625,"2022,06,01,18:14:03"
0,82.76,626,"2022,06,01,18:14:04"
0,83.27,627,"2022,06,01,18:14:05"
0,83.01,628,"2022,06,01,18:14:06"
0,83.52,629.01,"2022,06,01,18:14:07"
0,83.27,630.01,"2022,06,01,18:14:08"
0,84.54,631.01,"2022,06,01,18:14:09"
0,83.78,632.01,"2022,06,01,18:14:10"
0,84.03,633.01,"2022,06,01,18:14:11"
0,84.8,634.04,"2022,06,01,18:14:12"
0,84.29,635.05,"2022,06,01,18:14:13"
0,84.54,636.05,"2022,06,01,18:14:14"
0,84.8,637.05,"2022,06,01,18:14:15"
0,84.8,638.05,"2022,06,01,18:14:16"
0,84.29,639.05,"2022,06,01,18:14:17"
0,85.05,640.05,"2022,06,01,18:14:18"
0,85.05,641.06,"2022,06,01,18:14:19"
0,85.56,642.06,"2022,06,01,18:14:20"
0,85.05,643.06,"2022,06,01,18:14:21"
0,85.31,644.09,"2022,06,01,18:14:22"
0,85.56,645.09,"2022,06,01,18:14:23"
0,85.56,646.1,"2022,06,01,18:14:24"
0,86.07,647.1,"2022,06,01,18:14:25"
0,86.33,648.1,"2022,06,01,18:14:26"
0,86.33,649.1,"2022,06,01,18:14:27"
0,85.31,650.1,"2022,06,01,18:14:28"
0,85.56,651.1,"2022,06,01,18:14:29"
0,86.33,652.11,"2022,06,01,18:14:30"
0,86.33,653.11,"2022,06,01,18:14:31"
0,86.84,654.14,"2022,06,01,18:14:32"
0,86.33,655.14,"2022,06,01,18:14:33"
0,87.35,656.15,"2022,06,01,18:14:34"
0,87.35,657.15,"2022,06,01,18:14:35"
0,86.58,658.15,"2022,06,01,18:14:36"
0,87.35,659.15,"2022,06,01,18:14:37"
0,87.35,660.15,"2022,06,01,18:14:38"
0,87.86,661.15,"2022,06,01,18:14:39"
0,87.35,662.15,"2022,06,01,18:14:40"
0,87.35,663.16,"2022,06,01,18:14:41"
0,87.35,664.19,"2022,06,01,18:14:42"
0,87.35,665.19,"2022,06,01,18:14:43"
0,87.6,666.19,"2022,06,01,18:14:44"
0,87.86,667.2,"2022,06,01,18:14:45"
0,87.35,668.2,"2022,06,01,18:14:46"
0,88.11,669.2,"2022,06,01,18:14:47"
0,88.11,670.2,"2022,06,01,18:14:48"
0,88.62,671.2,"2022,06,01,18:14:49"
0,88.37,672.2,"2022,06,01,18:14:50"
0,88.37,673.21,"2022,06,01,18:14:51"
0,88.88,674.24,"2022,06,01,18:14:52"
0,87.86,675.24,"2022,06,01,18:14:53"
0,87.86,676.24,"2022,06,01,18:14:54"
0,88.62,677.24,"2022,06,01,18:14:55"
0,88.11,678.25,"2022,06,01,18:14:56"
0,88.88,679.25,"2022,06,01,18:14:57"
0,88.37,680.25,"2022,06,01,18:14:58"
0,89.39,681.25,"2022,06,01,18:14:59"
0,88.88,682.25,"2022,06,01,18:15:00"
0,89.64,683.25,"2022,06,01,18:15:01"
0,89.39,684.29,"2022,06,01,18:15:02"
0,89.39,685.29,"2022,06,01,18:15:03"
0,89.39,686.29,"2022,06,01,18:15:04"
0,89.64,687.29,"2022,06,01,18:15:05"
0,89.13,688.29,"2022,06,01,18:15:06"
0,89.9,689.3,"2022,06,01,18:15:07"
0,89.9,690.3,"2022,06,01,18:15:08"
0,89.39,691.3,"2022,06,01,18:15:09"
0,89.64,692.3,"2022,06,01,18:15:10"
0,90.15,693.3,"2022,06,01,18:15:11"
0,89.9,694.34,"2022,06,01,18:15:12"
0,90.92,695.34,"2022,06,01,18:15:13"
0,90.66,696.34,"2022,06,01,18:15:14"
0,90.41,697.34,"2022,06,01,18:15:15"
0,91.17,698.34,"2022,06,01,18:15:16"
0,90.15,699.34,"2022,06,01,18:15:17"
0,90.66,700.35,"2022,06,01,18:15:18"
0,91.43,701.35,"2022,06,01,18:15:19"
0,91.43,702.35,"2022,06,01,18:15:20"
0,90.92,703.35,"2022,06,01,18:15:21"
0,90.66,704.39,"2022,06,01,18:15:22"
0,91.94,705.39,"2022,06,01,18:15:23"
0,91.68,706.39,"2022,06,01,18:15:24"
0,92.19,707.39,"2022,06,01,18:15:25"
0,92.45,708.39,"2022,06,01,18:15:26"
0,92.45,709.39,"2022,06,01,18:15:27"
0,91.43,710.4,"2022,06,01,18:15:28"
0,92.19,711.4,"2022,06,01,18:15:29"
0,92.45,712.4,"2022,06,01,18:15:30"
0,91.68,713.4,"2022,06,01,18:15:31"
0,92.96,714.43,"2022,06,01,18:15:33"
0,92.45,715.44,"2022,06,01,18:15:34"
0,91.94,716.44,"2022,06,01,18:15:35"
0,92.7,717.44,"2022,06,01,18:15:36"
0,92.96,718.44,"2022,06,01,18:15:37"
0,92.45,719.44,"2022,06,01,18:15:38"
0,92.45,720.44,"2022,06,01,18:15:39"
0,93.72,721.45,"2022,06,01,18:15:40"
0,93.47,722.45,"2022,06,01,18:15:41"
0,93.72,723.45,"2022,06,01,18:15:42"
0,93.21,724.48,"2022,06,01,18:15:43"
0,93.47,725.48,"2022,06,01,18:15:44"
0,93.72,726.48,"2022,06,01,18:15:45"
0,94.49,727.49,"2022,06,01,18:15:46"
0,94.49,728.49,"2022,06,01,18:15:47"
0,93.98,729.49,"2022,06,01,18:15:48"
0,94.49,730.49,"2022,06,01,18:15:49"
0,93.98,731.49,"2022,06,01,18:15:50"
0,94.23,732.5,"2022,06,01,18:15:51"
0,93.98,733.5,"2022,06,01,18:15:52"
0,94.49,734.53,"2022,06,01,18:15:53"
0,94.74,735.53,"2022,06,01,18:15:54"
0,95.26,736.53,"2022,06,01,18:15:55"
0,94.23,737.53,"2022,06,01,18:15:56"
0,94.74,738.54,"2022,06,01,18:15:57"
0,95.26,739.54,"2022,06,01,18:15:58"
0,94.74,740.54,"2022,06,01,18:15:59"
0,95.77,741.54,"2022,06,01,18:16:00"
0,95.51,742.54,"2022,06,01,18:16:01"
0,95.26,743.54,"2022,06,01,18:16:02"
0,95.51,744.58,"2022,06,01,18:16:03"
0,95.77,745.58,"2022,06,01,18:16:04"
0,96.02,746.58,"2022,06,01,18:16:05"
0,96.02,747.58,"2022,06,01,18:16:06"
0,95.77,748.59,"2022,06,01,18:16:07"
0,96.28,749.59,"2022,06,01,18:16:08"
0,95.51,750.59,"2022,06,01,18:16:09"
0,96.53,751.59,"2022,06,01,18:16:10"
0,96.53,752.59,"2022,06,01,18:16:11"
0,95.77,753.59,"2022,06,01,18:16:12"
0,96.02,754.63,"2022,06,01,18:16:13"
0,95.77,755.63,"2022,06,01,18:16:14"
0,96.28,756.63,"2022,06,01,18:16:15"
0,96.53,757.63,"2022,06,01,18:16:16"
0,97.04,758.64,"2022,06,01,18:16:17"
0,97.3,759.64,"2022,06,01,18:16:18"
0,97.3,760.64,"2022,06,01,18:16:19"
0,96.28,761.64,"2022,06,01,18:16:20"
0,96.79,762.64,"2022,06,01,18:16:21"
0,96.79,763.64,"2022,06,01,18:16:22"
0,97.3,764.68,"2022,06,01,18:16:23"
0,97.04,765.68,"2022,06,01,18:16:24"
0,97.04,766.68,"2022,06,01,18:16:25"
0,97.04,767.68,"2022,06,01,18:16:26"
0,97.55,768.68,"2022,06,01,18:16:27"
0,97.55,769.69,"2022,06,01,18:16:28"
0,96.79,770.69,"2022,06,01,18:16:29"
0,97.3,771.69,"2022,06,01,18:16:30"
0,97.55,772.69,"2022,06,01,18:16:31"
0,97.55,773.69,"2022,06,01,18:16:32"
0,97.81,774.72,"2022,06,01,18:16:33"
0,97.04,775.73,"2022,06,01,18:16:34"
0,97.04,776.73,"2022,06,01,18:16:35"
0,97.55,777.73,"2022,06,01,18:16:36"
0,97.81,778.73,"2022,06,01,18:16:37"
0,98.06,779.73,"2022,06,01,18:16:38"
0,98.57,780.73,"2022,06,01,18:16:39"
0,98.57,781.74,"2022,06,01,18:16:40"
0,98.83,782.74,"2022,06,01,18:16:41"
0,98.57,783.74,"2022,06,01,18:16:42"
0,99.08,784.77,"2022,06,01,18:16:43"
0,99.34,785.78,"2022,06,01,18:16:44"
0,98.32,786.78,"2022,06,01,18:16:45"
0,98.57,787.78,"2022,06,01,18:16:46"
0,99.85,788.78,"2022,06,01,18:16:47"
0,98.83,789.78,"2022,06,01,18:16:48"
0,99.08,790.78,"2022,06,01,18:16:49"
0,100.1,791.78,"2022,06,01,18:16:50"
0,99.34,792.79,"2022,06,01,18:16:51"
0,99.59,793.79,"2022,06,01,18:16:52"
0,99.08,794.82,"2022,06,01,18:16:53"
0,99.85,795.82,"2022,06,01,18:16:54"
0,99.85,796.83,"2022,06,01,18:16:55"
0,100.36,797.83,"2022,06,01,18:16:56"
0,99.85,798.83,"2022,06,01,18:16:57"
0,99.85,799.83,"2022,06,01,18:16:58"
0,99.59,800.83,"2022,06,01,18:16:59"
0,100.61,801.83,"2022,06,01,18:17:00"
0,99.85,802.84,"2022,06,01,18:17:01"
0,99.85,803.84,"2022,06,01,18:17:02"
0,100.36,804.87,"2022,06,01,18:17:03"
0,100.1,805.87,"2022,06,01,18:17:04"
0,101.12,806.87,"2022,06,01,18:17:05"
0,100.87,807.88,"2022,06,01,18:17:06"
0,100.1,808.88,"2022,06,01,18:17:07"
0,100.36,809.88,"2022,06,01,18:17:08"
0,101.38,810.88,"2022,06,01,18:17:09"
0,100.87,811.88,"2022,06,01,18:17:10"
0,101.12,812.88,"2022,06,01,18:17:11"
0,100.61,813.89,"2022,06,01,18:17:12"
0,100.61,814.92,"2022,06,01,18:17:13"
0,101.63,815.92,"2022,06,01,18:17:14"
0,101.63,816.93,"2022,06,01,18:17:15"
0,101.12,817.93,"2022,06,01,18:17:16"
0,102.14,818.93,"2022,06,01,18:17:17"
0,101.12,819.93,"2022,06,01,18:17:18"
0,102.14,820.93,"2022,06,01,18:17:19"
0,101.63,821.93,"2022,06,01,18:17:20"
0,101.38,822.94,"2022,06,01,18:17:21"
0,102.14,823.94,"2022,06,01,18:17:22"
0,101.89,824.97,"2022,06,01,18:17:23"
0,101.63,825.97,"2022,06,01,18:17:24"
0,102.4,826.98,"2022,06,01,18:17:25"
0,101.89,827.98,"2022,06,01,18:17:26"
0,101.63,828.98,"2022,06,01,18:17:27"
0,101.89,829.98,"2022,06,01,18:17:28"
0,101.63,830.98,"2022,06,01,18:17:29"
0,101.63,831.98,"2022,06,01,18:17:30"
0,102.4,832.99,"2022,06,01,18:17:31"
0,102.65,833.99,"2022,06,01,18:17:32"
0,102.14,835.02,"2022,06,01,18:17:33"
0,102.91,836.03,"2022,06,01,18:17:34"
0,103.42,837.03,"2022,06,01,18:17:35"
0,102.4,838.03,"2022,06,01,18:17:36"
0,102.91,839.03,"2022,06,01,18:17:37"
0,103.16,840.03,"2022,06,01,18:17:38"
0,103.16,841.03,"2022,06,01,18:17:39"
0,103.93,842.04,"2022,06,01,18:17:40"
0,102.65,843.04,"2022,06,01,18:17:41"
0,103.67,844.04,"2022,06,01,18:17:42"
0,102.91,845.08,"2022,06,01,18:17:43"
0,103.16,846.08,"2022,06,01,18:17:44"
0,102.91,847.08,"2022,06,01,18:17:45"
0,103.67,848.08,"2022,06,01,18:17:46"
0,104.18,849.08,"2022,06,01,18:17:47"
0,103.67,850.08,"2022,06,01,18:17:48"
0,103.67,851.09,"2022,06,01,18:17:49"
0,103.16,852.09,"2022,06,01,18:17:50"
0,103.67,853.09,"2022,06,01,18:17:51"
0,104.44,854.09,"2022,06,01,18:17:52"
0,104.18,855.13,"2022,06,01,18:17:53"
0,104.18,856.13,"2022,06,01,18:17:54"
0,104.95,857.13,"2022,06,01,18:17:55"
0,104.44,858.13,"2022,06,01,18:17:56"
0,103.93,859.13,"2022,06,01,18:17:57"
0,104.95,860.14,"2022,06,01,18:17:58"
0,104.69,861.14,"2022,06,01,18:17:59"
0,104.69,862.14,"2022,06,01,18:18:00"
0,104.69,863.14,"2022,06,01,18:18:01"
0,104.44,864.14,"2022,06,01,18:18:02"
0,105.2,865.18,"2022,06,01,18:18:03"
0,104.95,866.18,"2022,06,01,18:18:04"
0,104.95,867.18,"2022,06,01,18:18:05"
0,104.18,868.18,"2022,06,01,18:18:06"
0,105.2,869.19,"2022,06,01,18:18:07"
0,104.95,870.19,"2022,06,01,18:18:08"
0,105.2,871.19,"2022,06,01,18:18:09"
0,105.71,872.19,"2022,06,01,18:18:10"
0,105.46,873.19,"2022,06,01,18:18:11"
0,104.69,874.19,"2022,06,01,18:18:12"
0,104.95,875.23,"2022,06,01,18:18:13"
0,104.95,876.23,"2022,06,01,18:18:14"
0,105.46,877.23,"2022,06,01,18:18:15"
0,105.71,878.23,"2022,06,01,18:18:16"
0,104.95,879.23,"2022,06,01,18:18:17"
0,105.2,880.24,"2022,06,01,18:18:18"
0,105.46,881.24,"2022,06,01,18:18:19"
0,106.48,882.24,"2022,06,01,18:18:20"
0,106.48,883.24,"2022,06,01,18:18:21"
0,106.48,884.24,"2022,06,01,18:18:22"
0,106.22,885.28,"2022,06,01,18:18:23"
0,105.71,886.28,"2022,06,01,18:18:24"
0,105.97,887.28,"2022,06,01,18:18:25"
0,106.48,888.28,"2022,06,01,18:18:26"
0,106.48,889.29,"2022,06,01,18:18:27"
0,106.22,890.29,"2022,06,01,18:18:28"
0,106.99,891.29,"2022,06,01,18:18:29"
0,106.73,892.29,"2022,06,01,18:18:30"
0,106.99,893.29,"2022,06,01,18:18:31"
0,105.97,894.29,"2022,06,01,18:18:32"
0,106.73,895.33,"2022,06,01,18:18:33"
0,105.71,896.33,"2022,06,01,18:18:34"
0,105.97,897.33,"2022,06,01,18:18:35"
0,106.73,898.34,"2022,06,01,18:18:36"
0,106.22,899.34,"2022,06,01,18:18:37"
0,106.22,900.34,"2022,06,01,18:18:38"
0,106.73,901.34,"2022,06,01,18:18:39"
0,105.97,902.34,"2022,06,01,18:18:40"
0,106.22,903.34,"2022,06,01,18:18:41"
0,107.24,904.35,"2022,06,01,18:18:42"
0,106.48,905.38,"2022,06,01,18:18:43"
0,106.73,906.38,"2022,06,01,18:18:44"
0,106.73,907.39,"2022,06,01,18:18:45"
0,106.73,908.39,"2022,06,01,18:18:46"
0,106.22,909.39,"2022,06,01,18:18:47"
0,107.24,910.39,"2022,06,01,18:18:48"
0,107.24,911.39,"2022,06,01,18:18:49"
0,107.24,912.39,"2022,06,01,18:18:50"
0,105.97,913.4,"2022,06,01,18:18:51"
0,106.99,914.4,"2022,06,01,18:18:52"
0,106.73,915.43,"2022,06,01,18:18:53"
0,107.5,916.44,"2022,06,01,18:18:54"
0,107.5,917.44,"2022,06,01,18:18:55"
0,107.5,918.44,"2022,06,01,18:18:56"
0,106.99,919.44,"2022,06,01,18:18:57"
0,107.24,920.44,"2022,06,01,18:18:58"
0,107.5,921.44,"2022,06,01,18:18:59"
0,107.5,922.45,"2022,06,01,18:19:00"
0,106.99,923.45,"2022,06,01,18:19:01"
0,107.5,924.45,"2022,06,01,18:19:02"
0,107.5,925.48,"2022,06,01,18:19:03"
0,107.76,926.49,"2022,06,01,18:19:04"
0,107.24,927.49,"2022,06,01,18:19:05"
0,108.01,928.49,"2022,06,01,18:19:06"
0,107.76,929.49,"2022,06,01,18:19:07"
0,108.01,930.49,"2022,06,01,18:19:08"
0,107.5,931.5,"2022,06,01,18:19:09"
0,107.76,932.5,"2022,06,01,18:19:10"
0,108.27,933.5,"2022,06,01,18:19:11"
0,108.01,934.5,"2022,06,01,18:19:12"
0,108.01,935.54,"2022,06,01,18:19:13"
0,108.52,936.54,"2022,06,01,18:19:14"
0,108.27,937.54,"2022,06,01,18:19:15"
0,107.76,938.54,"2022,06,01,18:19:16"
0,109.03,939.54,"2022,06,01,18:19:17"
0,109.29,940.54,"2022,06,01,18:19:18"
0,108.78,941.55,"2022,06,01,18:19:19"
0,108.78,942.55,"2022,06,01,18:19:20"
0,108.52,943.55,"2022,06,01,18:19:21"
0,108.78,944.55,"2022,06,01,18:19:22"
0,109.29,945.59,"2022,06,01,18:19:24"
0,109.03,946.59,"2022,06,01,18:19:25"
0,109.8,947.59,"2022,06,01,18:19:26"
0,109.8,948.59,"2022,06,01,18:19:27"
0,109.8,949.59,"2022,06,01,18:19:28"
0,108.78,950.59,"2022,06,01,18:19:29"
0,109.8,951.6,"2022,06,01,18:19:30"
0,109.54,952.6,"2022,06,01,18:19:31"
0,109.54,953.6,"2022,06,01,18:19:32"
0,109.03,954.6,"2022,06,01,18:19:33"
0,109.8,955.64,"2022,06,01,18:19:34"
0,109.8,956.64,"2022,06,01,18:19:35"
0,109.03,957.64,"2022,06,01,18:19:36"
0,109.8,958.64,"2022,06,01,18:19:37"
0,109.54,959.65,"2022,06,01,18:19:38"
0,109.29,960.65,"2022,06,01,18:19:39"
0,109.29,961.65,"2022,06,01,18:19:40"
0,110.31,962.65,"2022,06,01,18:19:41"
0,110.56,963.65,"2022,06,01,18:19:42"
0,110.31,964.65,"2022,06,01,18:19:43"
0,110.31,965.69,"2022,06,01,18:19:44"
0,111.07,966.69,"2022,06,01,18:19:45"
0,111.07,967.69,"2022,06,01,18:19:46"
0,110.31,968.69,"2022,06,01,18:19:47"
0,111.07,969.7,"2022,06,01,18:19:48"
0,110.56,970.7,"2022,06,01,18:19:49"
0,111.07,971.7,"2022,06,01,18:19:50"
0,110.31,972.7,"2022,06,01,18:19:51"
0,110.56,973.7,"2022,06,01,18:19:52"
0,110.05,974.7,"2022,06,01,18:19:53"
0,111.07,975.74,"2022,06,01,18:19:54"
0,111.33,976.74,"2022,06,01,18:19:55"
0,111.33,977.74,"2022,06,01,18:19:56"
0,110.56,978.75,"2022,06,01,18:19:57"
0,110.82,979.75,"2022,06,01,18:19:58"
0,111.33,980.75,"2022,06,01,18:19:59"
0,111.58,981.75,"2022,06,01,18:20:00"
0,111.33,982.75,"2022,06,01,18:20:01"
0,111.33,983.75,"2022,06,01,18:20:02"
0,111.07,984.76,"2022,06,01,18:20:03"
0,111.58,985.79,"2022,06,01,18:20:04"
0,112.09,986.79,"2022,06,01,18:20:05"
0,111.58,987.79,"2022,06,01,18:20:06"
0,111.84,988.8,"2022,06,01,18:20:07"
0,111.07,989.8,"2022,06,01,18:20:08"
0,111.58,990.8,"2022,06,01,18:20:09"
0,112.35,991.8,"2022,06,01,18:20:10"
0,112.6,992.8,"2022,06,01,18:20:11"
0,111.84,993.8,"2022,06,01,18:20:12"
0,112.09,994.81,"2022,06,01,18:20:13"
0,112.6,995.84,"2022,06,01,18:20:14"
0,112.35,996.84,"2022,06,01,18:20:15"
0,111.84,997.84,"2022,06,01,18:20:16"
0,112.35,998.85,"2022,06,01,18:20:17"
0,111.84,999.85,"2022,06,01,18:20:18"
0,111.84,1000.85,"2022,06,01,18:20:19"
0,112.35,1001.85,"2022,06,01,18:20:20"
0,112.6,1002.85,"2022,06,01,18:20:21"
0,112.35,1003.86,"2022,06,01,18:20:22"
0,112.35,1004.86,"2022,06,01,18:20:23"
0,112.6,1005.9,"2022,06,01,18:20:24"
0,111.84,1006.9,"2022,06,01,18:20:25"
0,113.11,1007.9,"2022,06,01,18:20:26"
0,113.11,1008.9,"2022,06,01,18:20:27"
0,113.37,1009.9,"2022,06,01,18:20:28"
0,112.86,1010.9,"2022,06,01,18:20:29"
0,112.35,1011.91,"2022,06,01,18:20:30"
0,113.11,1012.91,"2022,06,01,18:20:31"
0,113.37,1013.91,"2022,06,01,18:20:32"
0,113.62,1014.91,"2022,06,01,18:20:33"
0,112.86,1015.95,"2022,06,01,18:20:34"
0,113.37,1016.95,"2022,06,01,18:20:35"
0,112.86,1017.95,"2022,06,01,18:20:36"
0,112.86,1018.95,"2022,06,01,18:20:37"
0,113.62,1019.95,"2022,06,01,18:20:38"
0,113.62,1020.96,"2022,06,01,18:20:39"
0,113.88,1021.96,"2022,06,01,18:20:40"
0,113.62,1022.96,"2022,06,01,18:20:41"
0,113.37,1023.96,"2022,06,01,18:20:42"
0,113.37,1024.96,"2022,06,01,18:20:43"
0,113.62,1026,"2022,06,01,18:20:44"
0,113.11,1027,"2022,06,01,18:20:45"
0,113.88,1028,"2022,06,01,18:20:46"
0,113.88,1029.01,"2022,06,01,18:20:47"
0,113.37,1030.01,"2022,06,01,18:20:48"
0,113.88,1031.01,"2022,06,01,18:20:49"
0,113.62,1032.01,"2022,06,01,18:20:50"
0,114.13,1033.01,"2022,06,01,18:20:51"
0,114.39,1034.01,"2022,06,01,18:20:52"
0,113.88,1035.02,"2022,06,01,18:20:53"
0,114.64,1036.05,"2022,06,01,18:20:54"
0,114.39,1037.05,"2022,06,01,18:20:55"
0,114.13,1038.06,"2022,06,01,18:20:56"
0,115.15,1039.06,"2022,06,01,18:20:57"
0,115.15,1040.06,"2022,06,01,18:20:58"
0,114.64,1041.06,"2022,06,01,18:20:59"
0,115.15,1042.06,"2022,06,01,18:21:00"
0,115.15,1043.06,"2022,06,01,18:21:01"
0,115.41,1044.06,"2022,06,01,18:21:02"
0,115.66,1045.07,"2022,06,01,18:21:03"
0,114.9,1046.1,"2022,06,01,18:21:04"
0,115.41,1047.11,"2022,06,01,18:21:05"
0,115.15,1048.11,"2022,06,01,18:21:06"
0,115.41,1049.11,"2022,06,01,18:21:07"
0,115.66,1050.11,"2022,06,01,18:21:08"
0,115.41,1051.11,"2022,06,01,18:21:09"
0,115.15,1052.11,"2022,06,01,18:21:10"
0,116.17,1053.12,"2022,06,01,18:21:11"
0,116.17,1054.12,"2022,06,01,18:21:12"
0,115.41,1055.12,"2022,06,01,18:21:13"
0,115.15,1056.16,"2022,06,01,18:21:14"
0,115.92,1057.16,"2022,06,01,18:21:15"
0,115.41,1058.16,"2022,06,01,18:21:16"
0,116.68,1059.16,"2022,06,01,18:21:17"
0,115.66,1060.17,"2022,06,01,18:21:18"
0,116.17,1061.17,"2022,06,01,18:21:19"
0,116.43,1062.17,"2022,06,01,18:21:20"
0,116.43,1063.17,"2022,06,01,18:21:21"
0,116.68,1064.17,"2022,06,01,18:21:22"
0,116.43,1065.17,"2022,06,01,18:21:23"
0,116.94,1066.21,"2022,06,01,18:21:24"
0,117.19,1067.21,"2022,06,01,18:21:25"
0,117.45,1068.21,"2022,06,01,18:21:26"
0,117.45,1069.22,"2022,06,01,18:21:27"
0,116.68,1070.22,"2022,06,01,18:21:28"
0,117.19,1071.22,"2022,06,01,18:21:29"
0,117.19,1072.22,"2022,06,01,18:21:30"
0,117.19,1073.22,"2022,06,01,18:21:31"
0,116.94,1074.22,"2022,06,01,18:21:32"
0,117.19,1075.23,"2022,06,01,18:21:33"
0,116.94,1076.26,"2022,06,01,18:21:34"
0,117.96,1077.27,"2022,06,01,18:21:35"
0,117.96,1078.27,"2022,06,01,18:21:36"
0,117.19,1079.27,"2022,06,01,18:21:37"
0,117.96,1080.27,"2022,06,01,18:21:38"
0,117.19,1081.27,"2022,06,01,18:21:39"
0,117.45,1082.27,"2022,06,01,18:21:40"
0,117.45,1083.28,"2022,06,01,18:21:41"
0,117.96,1084.28,"2022,06,01,18:21:42"
0,117.19,1085.28,"2022,06,01,18:21:43"
0,118.47,1086.32,"2022,06,01,18:21:44"
0,117.7,1087.32,"2022,06,01,18:21:45"
0,117.96,1088.32,"2022,06,01,18:21:46"
0,118.98,1089.32,"2022,06,01,18:21:47"
0,118.98,1090.32,"2022,06,01,18:21:48"
0,118.47,1091.32,"2022,06,01,18:21:49"
0,118.72,1092.33,"2022,06,01,18:21:50"
0,118.98,1093.33,"2022,06,01,18:21:51"
0,118.98,1094.33,"2022,06,01,18:21:52"
0,118.21,1095.33,"2022,06,01,18:21:53"
0,118.98,1096.37,"2022,06,01,18:21:54"
0,118.21,1097.37,"2022,06,01,18:21:55"
0,119.23,1098.37,"2022,06,01,18:21:56"
0,118.21,1099.37,"2022,06,01,18:21:57"
0,118.47,1100.38,"2022,06,01,18:21:58"
0,118.21,1101.38,"2022,06,01,18:21:59"
0,118.72,1102.38,"2022,06,01,18:22:00"
0,118.21,1103.38,"2022,06,01,18:22:01"
0,118.72,1104.38,"2022,06,01,18:22:02"
0,118.98,1105.39,"2022,06,01,18:22:03"
0,119.49,1106.42,"2022,06,01,18:22:04"
0,119.49,1107.42,"2022,06,01,18:22:05"
0,119.49,1108.43,"2022,06,01,18:22:06"
0,119.74,1109.43,"2022,06,01,18:22:07"
0,118.72,1110.43,"2022,06,01,18:22:08"
0,118.72,1111.43,"2022,06,01,18:22:09"
0,118.98,1112.43,"2022,06,01,18:22:10"
0,118.98,1113.43,"2022,06,01,18:22:11"
0,118.72,1114.44,"2022,06,01,18:22:12"
0,119.23,1115.44,"2022,06,01,18:22:13"
0,119.49,1116.47,"2022,06,01,18:22:14"
0,119.49,1117.48,"2022,06,01,18:22:15"
0,120,1118.48,"2022,06,01,18:22:16"
0,119.49,1119.48,"2022,06,01,18:22:17"
